dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,PPI,BP,DISO,FEAO,FEDI
CANDIES,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,1751630,-1.353915088,-0.855432073,0.397644095,0.131252841,0.555706724
CANDIES,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,4318,1805,1438,4479,-1234783.074,3288087.9,4479,-1.353915088,-0.855432073,0.397644095,0.131252841,0.555706724
CANDIES,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,159,130,49,260,-148421.7918,92422.3765,260,-1.353915088,-0.855432073,0.397644095,0.131252841,0.555706724
CANDIES,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,2887,2118,1244,3163,785229.3519,2171290.624,3163,-1.353915088,-0.855432073,0.397644095,0.131252841,0.555706724
CANNED FRUIT,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,251427,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,617,104,103,621,-144960.9476,405384.2523,621,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,10,10,4,17,-6962.710879,2345.046763,17,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,382,207,121,422,140165.6953,267816.5653,422,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,253620,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,570,136,152,582,-161375.4097,382722.4226,582,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,11,6,6,16,-18107.95443,9070.93927,16,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,414,255,146,471,98517.2439,199619.2856,471,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,256582,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,577,164,145,602,-223039.0845,525891.8298,602,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,20,8,8,23,-16890.43195,12236.32718,23,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CANNED FRUIT,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,414,249,135,473,114305.5858,232271.5966,473,-1.787678374,-0.78850876,0.408725619,0.281206675,0.904329732
CARBONATED SOFT DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,812125,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,4490,1838,1955,4600,-2336457.512,8326021.082,4600,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,120,116,81,201,-498620.0279,395028.2985,201,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,2989,2094,1706,3186,2767489.127,8157689.236,3186,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,924359,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,4513,2051,1985,4668,-1867790.403,7157953.675,4668,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,225,121,101,301,-397143.539,235469.2901,301,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,3745,2678,2252,3975,4493119.602,10679013.94,3975,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,1045253,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,5037,2011,2115,5190,-3249746.135,10008645.28,5190,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,255,114,98,318,-738598.7327,409073.5449,318,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CARBONATED SOFT DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,3578,2604,2135,3891,3770951.755,8919309.011,3891,-1.772023986,-0.908209345,0.305044611,0.189918635,0.633953752
CAT FOOD,2013,FR HYPERS + SUPERS,PET FOOD,,0,0,0,0,0,0,815170,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2013,FR HYPERS + SUPERS,PET FOOD,0-1,4708,1501,1423,4786,-1218367.028,4749548.103,4786,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2013,FR HYPERS + SUPERS,PET FOOD,<0,81,58,25,129,-118439.3581,82110.77534,129,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2013,FR HYPERS + SUPERS,PET FOOD,>1,2452,1518,1088,2556,1142892.681,3933470.918,2556,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2014,FR HYPERS + SUPERS,PET FOOD,,0,0,0,0,0,0,842503,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2014,FR HYPERS + SUPERS,PET FOOD,0-1,4471,1706,1691,4559,-1615707.762,5869804.522,4559,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2014,FR HYPERS + SUPERS,PET FOOD,<0,131,70,42,176,-193300.5025,122100.5808,176,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2014,FR HYPERS + SUPERS,PET FOOD,>1,2072,1329,974,2199,745770.2599,3002108.795,2199,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2015,FR HYPERS + SUPERS,PET FOOD,,0,0,0,0,0,0,866111,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2015,FR HYPERS + SUPERS,PET FOOD,0-1,4376,1948,2114,4452,-1743785.901,6070818.621,4452,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2015,FR HYPERS + SUPERS,PET FOOD,<0,149,81,53,204,-187936.1224,107030.636,204,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CAT FOOD,2015,FR HYPERS + SUPERS,PET FOOD,>1,1984,1340,919,2120,820337.4148,3482977.19,2120,-1.693389931,-0.904075141,0.317333552,0.536479097,0.42729387
CEREALS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,605903,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,3342,1743,1605,3416,-1313800.661,6925738.86,3416,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,89,100,49,155,-143469.5569,77622.32037,155,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2013,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,3056,2546,2043,3213,1682945.164,6545733.485,3213,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,609204,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,4318,2094,2028,4407,-1707903.069,7745803.33,4407,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,139,92,53,189,-136921.9945,77314.96421,189,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2014,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,2941,2376,1780,3069,1577104.574,5892373.253,3069,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,,0,0,0,0,0,0,614146,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,0-1,4984,2703,2493,5073,-1574377.001,8894058.259,5073,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,<0,141,68,51,183,-78203.2338,47833.94549,183,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CEREALS,2015,FR HYPERS + SUPERS,FOOD - AMBIENT,>1,3022,2420,1702,3151,1518574.022,6951338.434,3151,-1.350172421,-0.64936652,0.399871913,0.139409548,0.611080155
CHAMPAGNE,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,576793,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,1544,779,1049,1628,-3585018.756,13042225.03,1628,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,249,75,84,289,-751464.1612,406892.9991,289,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,3679,2398,2052,3950,8666600.327,15065327.65,3950,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,649415,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,1458,753,992,1540,-4456020.837,15800581.7,1540,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,184,68,71,213,-1237787.321,763186.4347,213,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2014,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,3885,2495,2045,4144,9629387.817,17040138.52,4144,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,666841,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,1491,863,1059,1577,-6569983.885,19302755.33,1577,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,181,64,78,226,-1011861.108,596494.2803,226,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHAMPAGNE,2015,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,>1,4086,2789,2389,4360,11404703.36,21566140.34,4360,-2.349223883,-1.677289721,0.308718892,0.389896835,0.863436768
CHARCUTERIE,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,1866096,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,17229,3274,2553,17494,-4708021.835,15045413.19,17494,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,445,120,44,520,-465679.7176,271761.2392,520,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,10618,4581,2759,11173,5509707.137,13055022.07,11173,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,2001366,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,16858,3498,2879,17184,-4649281.055,15579808.62,17184,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,474,174,73,590,-632640.05,358787.2974,590,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,12022,5127,3147,12678,5241870.312,13149646.26,12678,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,2139476,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,16361,3987,3519,16711,-5360952.624,17384493.94,16711,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,513,193,65,643,-716355.6405,438695.8335,643,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHARCUTERIE,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,12667,5634,3438,13455,5558971.144,14539353.59,13455,-1.390893626,-0.9793098,0.457284322,0.108691639,0.639968262
CHEESE FRESH,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,3115825,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,27129,7381,5756,27554,-8259997.89,28529767.12,27554,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,522,208,93,682,-618509.2299,363571.6153,682,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,16232,9548,6479,16951,8525336.471,28543286.96,16951,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,3208718,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,25518,7125,5655,25971,-8754230.123,28533542.73,25971,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,535,235,109,712,-804924.4506,514006.1439,712,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,16523,9934,6999,17162,8870902.043,29609223.3,17162,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,3410924,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,24512,7994,6628,24981,-9101414.815,31671674.41,24981,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,605,256,115,800,-924706.6055,600579.5313,800,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEESE FRESH,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,17900,11382,7711,18682,8953282.134,35254535.22,18682,-1.581377698,-1.008781421,0.438170976,0.128436226,0.658889878
CHEWING GUM,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,689472,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,2561,1131,1177,2630,-856559.381,2923296.121,2630,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,195,100,56,258,-118903.3475,62522.22052,258,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,2033,1317,966,2215,412602.8246,1247563.162,2215,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,659750,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,3506,1323,1470,3596,-1215567.968,3442595.979,3596,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,210,107,73,284,-204074.4285,132351.1782,284,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,2083,1206,917,2241,420823.4667,1277866.598,2241,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,615086,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,3568,1395,1607,3648,-1335627.855,4803206.396,3648,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,190,94,53,252,-142349.6672,89745.77262,252,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHEWING GUM,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,2031,1277,872,2219,456783.691,1476858.054,2219,-1.184697086,-0.575925385,0.294282506,0.194081155,0.643102241
CHILLED DESSERTS,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,1496988,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,23829,4913,4365,24034,-4470526.992,16007328.37,24034,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,427,167,71,551,-343619.3445,213779.4456,551,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2013,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,11499,6700,4629,11825,4865347.335,14289956.44,11825,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,1652804,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,23700,5777,6147,23911,-5678317.771,20108934.89,23911,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,633,188,102,770,-606121.0156,436895.8823,770,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2014,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,11440,7374,5439,11784,4750301.737,17180877.32,11784,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,,0,0,0,0,0,0,1752248,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,0-1,23383,6647,7100,23595,-6167787.423,21120946.86,23595,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,<0,727,241,134,884,-576843.8011,384057.3598,884,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHILLED DESSERTS,2015,FR HYPERS + SUPERS,FOOD - PERISHABLE,>1,14374,9387,6929,14745,4958631.814,17636019.21,14745,-1.33631967,-0.821036185,0.475363781,0.106580806,0.538215154
CHOCOLATE,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,2535603,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,22103,8769,8235,22767,-7516710.217,30592305.24,22767,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,877,442,325,1151,-1043939.798,666632.7997,1151,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2013,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,19493,14486,9062,21109,19900141.87,49386593.48,21109,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,2785735,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,23685,8373,7583,24336,-8190248.491,32862541.85,24336,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,933,456,317,1231,-1089158.376,712169.713,1231,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2014,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,21107,14902,8910,22883,22730398.2,53790529.2,22883,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,,0,0,0,0,0,0,2864799,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,0-1,24498,8438,7884,25210,-8948262.299,36009637.13,25210,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,<0,969,441,352,1234,-1216155.062,812383.4406,1234,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE,2015,FR HYPERS + SUPERS,CONFECTIONERY & SNACKS,>1,24112,16745,9526,25928,24177954.84,65833959.27,25928,-1.241279463,-0.779643909,0.379614837,0.410842103,0.931772167
CHOCOLATE DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,156813,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,490,143,112,496,-178117.4089,633597.4066,496,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,15,4,1,16,-9337.69499,5590.561737,16,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2013,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,397,260,190,412,157325.6556,414583.5049,412,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,163128,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,510,199,163,522,-154327.6355,467909.1013,522,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,3,8,2,10,-9755.684494,5344.733594,10,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2014,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,370,244,211,383,132809.6273,454808.313,383,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,,0,0,0,0,0,0,164359,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,0-1,487,120,103,497,-154219.8226,541630.6984,497,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,<0,8,6,5,12,-7027.330411,3923.682814,12,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CHOCOLATE DRINKS,2015,FR HYPERS + SUPERS,BEVERAGES - NON ALCOHOLIC,>1,317,179,124,326,155320.2422,587170.0532,326,-1.428450821,-0.798186318,0.262053355,0.554535068,1.089083518
CIDER,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,,0,0,0,0,0,0,263027,-1.67974986,-0.660731601,0.222427923,0.020931992,0.312585071
CIDER,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,0-1,613,253,303,621,-127970.6403,394482.2641,621,-1.67974986,-0.660731601,0.222427923,0.020931992,0.312585071
CIDER,2013,FR HYPERS + SUPERS,BEVERAGES - ALCOHOLIC,<0,50,16,19,56,-18150.27974,10570.85545,56,-1.67974986,-0.660731601,0.222427923,0.020931992,0.312585071
